gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBti0060010	INE-1{}1949	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060011	gypsy8{}1950	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060012	gypsy8{}1951	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060013	gypsy8{}1952	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060014	INE-1{}1953	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060016	INE-1{}1955	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060017	INE-1{}1956	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060018	INE-1{}1957	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060019	INE-1{}1958	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060020	INE-1{}1959	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060021	INE-1{}1960	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060022	BS3{}1961	0	0	0	1	0	0	0	0	0	0	0	0
FBti0060023	1360{}1962	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060026	1360{}1965	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060027	HMS-Beagle2{}1966	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060028	1360{}1967	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060029	Rt1a{}1968	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060030	1360{}1969	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060031	Rt1a{}1970	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060032	Doc2{}1971	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060033	INE-1{}1972	0	1.156	0	0	0	0	7.135	28.706	26.586	0	0	0
FBti0060035	INE-1{}1974	0	0	3	3	1	1	0	1	0	0	1	0
FBti0060036	INE-1{}1975	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060037	INE-1{}1976	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060038	INE-1{}1977	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060039	INE-1{}1978	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060040	INE-1{}1979	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060041	INE-1{}1980	5	1	0	2	6	0	2	1	1	1	0	2
FBti0060042	INE-1{}1981	4	0	3	2	2	1	4	1	2	0	1	0
FBti0060043	INE-1{}1982	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060045	INE-1{}1984	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060047	INE-1{}1986	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060048	INE-1{}1987	3	1	0	0	0	0	0	0	0	0	0	0
FBti0060049	invader1{}1988	2	2	0	7	2	7	5	4	2	8	0	7
FBti0060050	gypsy8{}1989	5.942	3.244	5.528	0	5.413	0	0	0	0	0	0	0
FBti0060051	rooA{}1990	0	0	0	0	0	0	0	1	0	0	0	0
FBti0060052	Cr1a{}1991	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060053	Cr1a{}1992	10	7	7	8	6	13	11	6	11	13	7	12
FBti0060054	accord2{}1993	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060055	accord2{}1994	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060056	Cr1a{}1995	4.098	0	0	4.315	4.203	0	0	0	0	0	0	0
FBti0060057	accord2{}1996	3.403	11.006	8.558	12.165	14.768	14.685	9.89	7.131	20.836	18.57	14.839	8.202
FBti0060058	Porto1{}1997	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060059	flea{}1998	15	10	13	36	26	9	15	13	9	20	23	25
FBti0060060	INE-1{}1999	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060061	INE-1{}2000	1	7	1	4	2	2	1	4	1	0	0	1
FBti0060062	INE-1{}2001	23.374	47.764	8.277	39.969	0	30.023	32.172	0	0	0	20.779	22.889
FBti0060063	INE-1{}2002	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060065	INE-1{}2004	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060066	INE-1{}2005	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060067	1360{}2006	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060068	1360{}2007	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060069	1360{}2008	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060070	Porto1{}2009	0	0	1	2	1	0	1	0	0	0	0	0
FBti0060071	G7{}2010	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060072	G7{}2011	0	0	1	0	1	1	0	2	0	1	1	1
FBti0060073	G5{}2012	40	44	45	34	33	38	34	42	46	47	43	42
FBti0060074	G7{}2013	0	0	1	0	1	2	0	1	1	1	3	1
FBti0060075	gypsy9{}2014	15	15.133	11	29	26	27	4	19.407	9.359	16.336	16.449	23
FBti0060076	INE-1{}2015	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060077	F{}2016	0	5.393	17.981	20.258	1.942	0	8.408	24.815	0	15.669	0	10.808
FBti0060078	gypsy3{}2017	1	1	1	0	1	0	0	0	1	1	2	0
FBti0060079	accord{}2018	0	3	0	0	0	1	0	0	0	0	0	1
FBti0060080	gypsy5{}2019	3	1	1	1	4	3	0	2	3	1	1	1
FBti0060081	gypsy5{}2020	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060082	INE-1{}2021	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060083	FB{}2022	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060084	copia{}2023	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060087	Quasimodo{}2026	0	0	1	1	0	0	0	0	0	0	0	0
FBti0060088	G5A{}2027	2	2	2	1	3	4	2	3	2	1	1	3
FBti0060089	INE-1{}2028	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060090	INE-1{}2029	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060093	jockey{}2032	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060094	invader1{}2033	0	0	1	0	0	0	3	0	0	2	0	0
FBti0060095	invader1{}2034	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060096	INE-1{}2035	1	1	4	1	0	0	1	4	2	0	1	0
FBti0060097	invader1{}2036	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060098	INE-1{}2037	0	0	0	1	0	0	0	1	0	0	0	0
FBti0060099	INE-1{}2038	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060101	INE-1{}2040	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060102	INE-1{}2041	2	2	2	0	0	0	1	8	2	2	0	0
FBti0060103	1360{}2042	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060105	INE-1{}2044	4.331	0	0	0	4	1.34	0	0	0	0	0	0
FBti0060106	gypsy9{}2045	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060109	Stalker{}2048	0	0	1.565	0	0	2.633	1.361	0	0	4	0	0
FBti0060111	Stalker4{}2050	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060112	INE-1{}2051	0	0	0	0	0	0	0	1	1	0	0	0
FBti0060113	Stalker4{}2052	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060114	INE-1{}2053	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060117	INE-1{}2056	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060119	INE-1{}2058	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060120	INE-1{}2059	0	0	0	1	0	0	0	0	0	0	0	0
FBti0060121	17.6{}2060	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060122	INE-1{}2061	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060123	INE-1{}2062	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060124	INE-1{}2063	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060125	INE-1{}2064	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060126	R1A1{}2065	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060127	INE-1{}2066	0	0	0	0	1	0	0	0	0	0	1	0
FBti0060128	INE-1{}2067	2	2	1	0	0	5	2	1	4	3	0	3
FBti0060129	INE-1{}2068	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060130	INE-1{}2069	0	0	0	0	0	0	0	0	1	0	0	0
FBti0060131	diver2{}2070	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060132	INE-1{}2071	1	1	0	0	0	0	1	3	1	0	0	2
FBti0060133	Stalker4{}2072	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060134	INE-1{}2073	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060135	INE-1{}2074	0	0	0	0	0	0	0	0	1	0	0	1
FBti0060136	Idefix{}2075	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060137	INE-1{}2076	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060138	INE-1{}2077	3	3	3	4	0	2	4	1	0	0	0	7
FBti0060139	INE-1{}2078	0	0	0	0	1	0	0	0	0	0	0	0
FBti0060140	INE-1{}2079	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060141	INE-1{}2080	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060142	INE-1{}2081	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060143	INE-1{}2082	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060144	INE-1{}2083	4	1	0	0	2	1	1	1	2	5	2	1
FBti0060145	1360{}2084	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060147	INE-1{}2086	7	2	5	6	3	6	4	8	13	5	6	7
FBti0060148	INE-1{}2087	1	0	2	3	2	2	2	10	3	5	2	0
FBti0060149	Tc3{}2088	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060150	INE-1{}2089	0	0	0	0	0	1	0	0	0	0	0	0
FBti0060151	INE-1{}2090	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060152	INE-1{}2091	4	5	8	7	7	4	8	9	16	8	7	4
FBti0060153	INE-1{}2092	1	0	0	1	1	0	0	0	0	0	1	0
FBti0060155	gypsy8{}2094	2	1	0	2	0	1	4	2	0	2	1	1
FBti0060156	gypsy8{}2095	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060157	INE-1{}2096	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060159	ninja-Dsim-like{}2098	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060160	gypsy3{}2099	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060161	1731{}2100	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060162	ZAM{}2101	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060163	Stalker3{}2102	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060165	INE-1{}2104	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060166	INE-1{}2105	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060167	INE-1{}2106	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060168	INE-1{}2107	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060169	INE-1{}2108	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060173	I{}2112	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060174	jockey{}2113	12	6	12	19	9	12	10	19	5	12	18	10
FBti0060175	jockey{}2114	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060176	INE-1{}2115	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060177	INE-1{}2116	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060178	INE-1{}2117	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060179	gypsy{}2118	3	9	6	4	2	1	10	9	5	2	1	1
FBti0060180	F{}2119	9.633	10.35	11.455	9.843	10.06	12.192	20.467	25.983	23.92	28.488	22.488	9.73
FBti0060181	mdg1{}2120	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060182	mdg1{}2121	10.48	5.151	13.493	14.925	7.638	4.814	6.605	5.98	4.336	7.444	6.666	1.286
FBti0060184	INE-1{}2123	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060186	INE-1{}2125	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060187	G2{}2126	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060188	INE-1{}2127	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060189	INE-1{}2128	0	0	0	0	0	1	1	0	0	0	1	0
FBti0060190	1360{}2129	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060191	INE-1{}2130	0	0	0	0	0	0	1	0	0	1	1	0
FBti0060192	INE-1{}2131	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060193	INE-1{}2132	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060194	INE-1{}2133	0	0	1	1	0	0	0	0	0	0	0	0
FBti0060195	INE-1{}2134	0	0	1.012	0	0	0	0	0	0	0	0	0
FBti0060196	INE-1{}2135	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060197	mdg1{}2136	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060198	mdg1{}2137	0	0	0	0	0	1.202	1.111	0	0	0	0	0
FBti0060199	mdg1{}2138	4.226	5.067	11.775	12.933	0	4.644	2.174	15.121	13.872	10.344	1.919	3.885
FBti0060200	mdg1{}2139	0	13.396	22.622	47.736	24.119	11.74	0	4.448	0	17.239	0	0
FBti0060201	springer{}2140	0	0	0	0	0	2	2	0	2	0	0	0
FBti0060202	springer{}2141	287.108	203.772	394.647	199.614	258.259	199.017	325.194	175.864	174.414	146.216	148.397	78.177
FBti0060203	Doc{}2142	0	9.021	3.181	0	0	0	0	0	0	6.774	0	0
FBti0060204	G4{}2143	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060206	INE-1{}2145	4	4	4	1	3	7	5	5	3	6	3	3
FBti0060208	INE-1{}2147	1	0	1	1	0	0	1	0	0	1	1	1
FBti0060209	INE-1{}2148	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060210	INE-1{}2149	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060211	INE-1{}2150	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060212	INE-1{}2151	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060213	INE-1{}2152	0	0	0	0	0	1	0	0	0	0	0	0
FBti0060215	INE-1{}2154	1	0	1	0	1.5	0	0	0.5	0	0	1	1
FBti0060216	INE-1{}2155	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060217	F{}2156	0	0	0	4.647	3.964	2.622	8.678	6.629	1.144	1.522	8.652	1
FBti0060218	H{}2157	0	1	0	1	0	0	0	0	1	0	0	0
FBti0060220	Quasimodo{}2159	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060221	1360{}2160	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060222	INE-1{}2161	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060223	INE-1{}2162	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060224	INE-1{}2163	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060225	INE-1{}2164	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060226	INE-1{}2165	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060227	INE-1{}2166	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060228	INE-1{}2167	0	1	1	0	0	0	0	0	1	0	0	0
FBti0060230	INE-1{}2169	0	1	1	0	0	3	1	0	1	0	0	0
FBti0060231	INE-1{}2170	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060232	INE-1{}2171	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060234	INE-1{}2173	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060235	HeT-A{}2174	0	0	0	0	1	0	0	0	0	0	0	0
FBti0060238	1360{}2177	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060239	hopper2{}2178	7	3	2	7	1	8	7	9	10	13	9	11
FBti0060240	INE-1{}2179	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060241	HB{}2180	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060242	INE-1{}2181	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060243	INE-1{}2182	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060244	H{}2183	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060245	INE-1{}2184	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060249	INE-1{}2188	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060250	1360{}2189	4	3	0	2	2	3	0	0	4	2	5	0
FBti0060251	1360{}2190	0	0	3	0	0	0	0	2	0	0	0	1
FBti0060252	H{}2191	0	0	0	0	0	1	0	0	0	0	0	0
FBti0060253	invader1{}2192	6.464	2.009	3.091	1.998	0	2.298	3.156	0	0	2.206	4.575	2.162
FBti0060254	invader1{}2193	1.96	7.265	0	0	3.201	7.556	5.037	0	3.576	0	0	3.815
FBti0060255	H{}2194	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060256	Dm88{}2195	2.966	2.25	7.371	15.301	17.416	7.324	8.266	11.061	7.425	7.287	7.334	8.544
FBti0060257	INE-1{}2196	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060258	Dm88{}2197	1	0	1	0	1	1	0	0	3	2	0	1
FBti0060260	Dm88{}2199	0	0.5	0	0	0	0	0	0	0.5	0	0	1.058
FBti0060261	Dm88{}2200	0	0.5	0	0	1.126	0	0	0	0.5	0	0	1.058
FBti0060262	jockey{}2201	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060263	Dm88{}2202	1.732	1.517	0	0	3.677	3.847	1	7.925	0	2.595	1.423	2.647
FBti0060264	INE-1{}2203	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060266	INE-1{}2205	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060267	Max{}2206	4.858	2.079	5.599	10.07	11.362	0	0	4.055	14.131	9.866	0	0
FBti0060268	INE-1{}2207	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060269	INE-1{}2208	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060270	INE-1{}2209	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060271	INE-1{}2210	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060272	1360{}2211	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060273	INE-1{}2212	0	0	0	0	0	0	0	2	1	0	0	0
FBti0060274	gypsy12{}2213	0	0	0	0	0	0	0	0	0	2.467	0	0
FBti0060275	gypsy12{}2214	0	1.614	0	4.749	5.456	1.962	0	0	2.477	4.479	0	0
FBti0060276	Tc3{}2215	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060277	HMS-Beagle2{}2216	0	0	3.021	0.86	0	3.127	0	2.572	0	3.181	0.924	0
FBti0060278	INE-1{}2217	0	1	0	0	0	0	0	0	1	0	0	0
FBti0060279	1731{}2218	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060280	1731{}2219	241.639	156.1	202.344	230.603	275.112	161.568	124.089	118.464	174.293	108.637	82.927	104.09
FBti0060281	INE-1{}2220	0	0	0	1	0	0	0	1	0	0	0	0
FBti0060282	FB{}2221	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060283	INE-1{}2222	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060284	INE-1{}2223	3	1	2	1	0	1	4	1	0	0	0	0
FBti0060285	INE-1{}2224	0	1	0	1	0	0	0	4	0	0	0	0
FBti0060286	INE-1{}2225	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060287	INE-1{}2226	0	0	1	0	0	2	2	1	0	2	0	0
FBti0060288	INE-1{}2227	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060289	NOF{}2228	0	0	0	0	0	0	0	0	0	0.738	0	0
FBti0060290	INE-1{}2229	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060291	INE-1{}2230	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060292	1731{}2231	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060293	INE-1{}2232	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060294	INE-1{}2233	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060295	gypsy11{}2234	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060296	INE-1{}2235	0	1	0	1	0	0	0	0	0	0	0	0
FBti0060297	INE-1{}2236	5	1	0	2	5	7	2	2	1	0	2	1
FBti0060298	F{}2237	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060299	INE-1{}2238	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060300	INE-1{}2239	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060301	INE-1{}2240	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060302	invader4{}2241	1.052	0	1.807	3.402	0	1.866	2.187	4.376	3.867	9.156	5.283	5.446
FBti0060303	INE-1{}2242	0	2	0	0	0	1	0	1	0	1	1	0
FBti0060304	INE-1{}2243	0	0	1	0	0	0	0	0	0	0	0	1
FBti0060305	INE-1{}2244	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060307	1360{}2246	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060308	INE-1{}2247	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060309	copia{}2248	1	1	1	3	2	2	4	0	1	1	3	1
FBti0060310	INE-1{}2249	0	0	2	1	0	0	1	0	0	0	1	0
FBti0060311	copia{}2250	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060312	Juan{}2251	116.574	76.792	77.646	41.662	88.531	94.298	113.604	154.376	108.286	195.537	164.578	52.738
FBti0060314	INE-1{}2253	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060315	Ivk{}2254	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060316	INE-1{}2255	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060317	INE-1{}2256	0	0	0	0	0	0	0	0	0	1.095	0	1.526
FBti0060318	INE-1{}2257	0	0	2	0	0	0	0	0	0	0	0	0
FBti0060319	Cr1a{}2258	0	0	3	1	1	2	1	0	1	1	1	3
FBti0060320	INE-1{}2259	4	6	4	5	3	10	12	5	6	5	3	2
FBti0060321	INE-1{}2260	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060322	INE-1{}2261	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060323	INE-1{}2262	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060324	INE-1{}2263	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060325	G4{}2264	39.921	41.518	26.544	33.621	40.361	60.718	32.852	32.514	41.082	54.181	41.1	31.439
FBti0060326	Tabor{}2265	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060327	1360{}2266	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060328	1360{}2267	1	0	1	0	0	0	0	0	1	5	0	0
FBti0060329	INE-1{}2268	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060330	HB{}2269	5.372	2.614	2.533	8.029	8	4.838	14.875	5.774	5.441	2.219	5.46	2.607
FBti0060331	INE-1{}2270	0	0	0	0	0	0	0	0	0	1	0	0
FBti0060332	INE-1{}2271	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060333	INE-1{}2272	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060334	INE-1{}2273	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060335	INE-1{}2274	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060336	INE-1{}2275	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060337	1360{}2276	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060338	INE-1{}2277	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060339	Tc1-2{}2278	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060340	Tc3{}2279	0	3	6	6	5	1	9	3	5	11	3	6
FBti0060341	flea{}2280	0	0	0	0	1	0	1	3	0	0	0	0
FBti0060342	jockey2{}2281	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060343	INE-1{}2282	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060344	INE-1{}2283	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060345	invader4{}2284	3	0	1	2	0	3	1	0	0	2	0	0
FBti0060346	INE-1{}2285	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060347	GATE{}2286	3	2	1	4	2	4	0	0	0	1	2	0
FBti0060348	FB{}2287	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060350	INE-1{}2289	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060351	INE-1{}2290	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060352	INE-1{}2291	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060353	INE-1{}2292	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060354	INE-1{}2293	0	0	0	0	0	0	0	0	0	0	0	1
FBti0060355	INE-1{}2294	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060356	diver2{}2295	0	0	3.168	0	2.103	2.085	1.019	1.343	2.343	0	1.067	2.015
FBti0060357	FB{}2296	2	1	0	3.02	0	4	4	2	8	8	0	1
FBti0060358	Cr1a{}2297	0	0	0	0	0	4.191	0	1.769	0	4.181	1.787	1.778
FBti0060359	invader1{}2298	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060360	transib2{}2299	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060361	invader1{}2300	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060362	invader1{}2301	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060363	invader6{}2302	26	15	31	17	12	18	18	12	25	14	8	11
FBti0060364	invader6{}2303	2	0	1	0	0	1	0	2	0	1	0	0
FBti0060365	invader6{}2304	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060366	frogger{}2305	0	0	0	0	1.209	0	4.261	7.254	8.696	0	0	0
FBti0060368	jockey{}2307	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060369	INE-1{}2308	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060370	INE-1{}2309	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060371	INE-1{}2310	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060372	INE-1{}2311	0	0	0	0	0	0	0	0	0	0	0	1
FBti0060373	1360{}2312	0	0	0	0	0	0	0	0	1	0	0	0
FBti0060374	INE-1{}2313	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060375	INE-1{}2314	0	0	0	1	0	0	0	0	0	0	0	0
FBti0060376	INE-1{}2315	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060377	INE-1{}2316	0	0	0	1	1	0	0	0	0	1	0	0
FBti0060378	gypsy8{}2317	1	1.001	5	0	1.007	4.027	8.001	0	3	1.004	2.02	5.002
FBti0060379	INE-1{}2318	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060380	INE-1{}2319	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060381	G6{}2320	20.157	11.305	47.106	0	0	0	0	8.868	0	9.706	9.575	22.373
FBti0060382	INE-1{}2321	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060383	INE-1{}2322	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060384	INE-1{}2323	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060385	INE-1{}2324	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060386	INE-1{}2325	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060387	Circe{}2326	0	0	0	0	0	1.364	0	0	0	0	1	0
FBti0060388	S{}2327	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060389	1360{}2328	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060390	HMS-Beagle2{}2329	0	1	0	0	0	0	0	0	0	0	0	0
